"Name","Pos","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","playerid"
"Ron Robinson","P","201","71","612.0","39","90","11","","","7","","","","","","","","",".921","","1011076"
"Frank Rodriguez","P","7","0","8.2","0","3","0","","","0","","","","","","","","","1.000","","1011106"
"Rosario Rodriguez","P","16","0","14.2","1","4","0","","","0","","","","","","","","","1.000","","1011112"
"Mike Roesler","P","17","0","25.0","0","1","0","","","0","","","","","","","","","1.000","","1011123"
"Clint Rogge","P","6","3","35.1","0","10","0","","","0","","","","","","","","","1.000","","1011140"
"John Roper","P","34","32","179.0","12","22","2","","","2","","","","","","","","",".944","","1011189"
"Cliff Ross","P","4","0","2.2","0","1","0","","","0","","","","","","","","","1.000","","1011226"
"Jack Rowan","P","105","67","614.0","11","130","11","","","3","","","","","","","","",".928","","1011250"
"Don Rudolph","P","5","0","7.1","0","1","0","","","0","","","","","","","","","1.000","","1011285"
"Dutch Ruether","P","79","68","554.0","15","143","8","","","7","","","","","","","","",".952","","1011291"
"Johnny Ruffin","P","131","0","183.1","20","13","1","","","2","","","","","","","","",".971","","1011295"
"Amos Rusie","P","3","2","22.0","1","8","1","","","0","","","","","","","","",".900","","1011308"
"Scott Ruskin","P","61","0","54.2","2","10","0","","","0","","","","","","","","","1.000","","1011309"
"Jeff Russell","P","43","40","250.0","9","44","3","","","4","","","","","","","","",".946","","1011314"
"Roger Salkeld","P","29","19","116.0","8","16","1","","","0","","","","","","","","",".960","","1011384"
"Slim Sallee","P","50","40","343.2","3","71","4","","","2","","","","","","","","",".949","","1011385"
"Raul Sanchez","P","46","0","77.0","8","15","3","","","2","","","","","","","","",".885","","1011410"
"Roy Sanders","P","2","2","14.0","1","6","0","","","1","","","","","","","","","1.000","","1011420"
"Mo Sanford","P","5","5","28.0","2","1","0","","","0","","","","","","","","","1.000","","1011433"
"Manny Sarmiento","P","132","5","250.0","13","23","0","","","1","","","","","","","","","1.000","","1011450"
"Ralph Savidge","P","5","1","25.0","0","5","1","","","0","","","","","","","","",".833","","1011473"
"Moe Savransky","P","16","0","24.0","2","7","0","","","1","","","","","","","","","1.000","","1011474"
"Pat Scantlebury","P","6","2","19.0","1","3","0","","","0","","","","","","","","","1.000","","1011495"
"Bill Scherrer","P","137","2","194.2","6","35","2","","","1","","","","","","","","",".954","","1011552"
"Johnny Schmitz","P","3","0","5.0","0","1","0","","","0","","","","","","","","","1.000","","1011585"
"Willard Schmidt","P","77","6","140.0","10","33","2","","","2","","","","","","","","",".956","","1011589"
"Karl Schnell","P","11","0","21.0","0","6","1","","","0","","","","","","","","",".857","","1011596"
"Pete Schneider","P","200","158","1245.0","35","291","24","","","12","","","","","","","","",".931","","1011597"
"Gene Schott","P","132","62","576.1","30","154","7","","","6","","","","","","","","",".963","","1011607"
"Pete Schourek","P","81","68","423.2","13","60","1","","","4","","","","","","","","",".987","","1011608"
"Barney Schreiber","P","3","0","10.0","0","1","0","","","0","","","","","","","","","1.000","","1011610"
"Al Schulz","P","44","22","215.0","10","57","3","","","0","","","","","","","","",".957","","1011623"
"Mike Schultz","P","1","0","2.0","0","0","0","","","0","","","","","","","","",".000","","1011643"
"Dick Scott","P","3","2","21.0","1","3","2","","","0","","","","","","","","",".667","","1011674"
"Ed Scott","P","42","35","315.0","21","120","13","","","7","","","","","","","","",".916","","1011678"
"Jack Scott","P","1","0","1.0","0","0","0","","","0","","","","","","","","",".000","","1011683"
"Scott Scudder","P","71","41","273.1","20","26","2","","","0","","","","","","","","",".958","","1011699"
"Tom Seaver","P","158","158","1085.2","75","129","11","","","9","","","","","","","","",".949","","1011708"
"Bob Sebra","P","15","0","21.0","1","3","2","","","0","","","","","","","","",".667","","1011709"
"Charlie See","P","1","0","6.0","0","2","2","","","0","","","","","","","","",".500","","1011715"
"Billy Serad","P","28","26","238.0","9","47","9","","","2","","","","","","","","",".862","","1011751"
"Cy Seymour","P","1","0","3.0","0","0","0","","","0","","","","","","","","",".000","","1011777"
"Gus Shallix","P","36","35","291.0","17","62","8","","","5","","","","","","","","",".908","","1011785"
"Joe Shaute","P","8","1","17.1","0","1","0","","","0","","","","","","","","","1.000","","1011813"
"Jeff Shaw","P","195","0","249.0","28","36","3","","","4","","","","","","","","",".955","","1011823"
"Mike Shea","P","2","2","16.2","1","8","2","","","0","","","","","","","","",".818","","1011834"
"Tom Sheehan","P","49","19","195.2","10","34","1","","","2","","","","","","","","",".978","","1011848"
"Bob Shirley","P","41","20","152.2","4","31","2","","","1","","","","","","","","",".946","","1011911"
"Milt Shoffner","P","30","3","92.0","1","17","0","","","0","","","","","","","","","1.000","","1011920"
"Bill Short","P","4","0","2.1","0","0","0","","","0","","","","","","","","",".000","","1011929"
"Clyde Shoun","P","154","31","515.2","13","92","4","","","7","","","","","","","","",".963","","1011934"
"Candy Sierra","P","1","0","4.0","0","1","0","","","0","","","","","","","","","1.000","","1011957"
"Wayne Simpson","P","72","69","423.2","29","68","4","","","3","","","","","","","","",".960","","1011999"
"Bert Sincock","P","1","0","4.2","0","1","0","","","0","","","","","","","","","1.000","","1012005"
"Dave Sisler","P","35","0","43.2","3","5","0","","","0","","","","","","","","","1.000","","1012019"
"Dave Skaugstad","P","2","0","5.2","1","2","0","","","0","","","","","","","","","1.000","","1012031"
"Walt Slagle","P","1","0","1.0","0","0","0","","","0","","","","","","","","",".000","","1012051"
"John Smiley","P","125","123","775.1","24","103","4","","","6","","","","","","","","",".970","","1012084"
"","P","1","1","9.0","0","1","0","","","0","","","","","","","","","1.000","","1012086"
"Bob Smith","P","16","6","73.2","0","15","2","","","4","","","","","","","","",".882","","1012100"
"Chick Smith","P","5","1","17.2","0","5","0","","","0","","","","","","","","","1.000","","1012111"
"Elmer Smith","P","131","123","1072.1","13","149","32","","","2","","","","","","","","",".835","","1012134"
"Frank Smith","P","41","21","199.0","19","69","7","","","5","","","","","","","","",".926","","1012139"
"Fred Smith","P","18","9","85.1","6","25","2","","","0","","","","","","","","",".939","","1012140"
"Frank Smith","P","243","7","456.2","6","81","8","","","4","","","","","","","","",".916","","1012142"
"George Smith","P","10","6","55.1","1","19","1","","","0","","","","","","","","",".952","","1012144"
"Lee Smith","P","43","0","44.1","2","5","0","","","1","","","","","","","","","1.000","","1012175"
"Mike Smith","P","12","1","17.0","1","1","0","","","0","","","","","","","","","1.000","","1012182"
"Pete Smith","P","11","2","24.1","1","6","0","","","0","","","","","","","","","1.000","","1012191"
"Joe Sommer","P","1","0","5.0","0","0","0","","","0","","","","","","","","",".000","","1012275"
"Mario Soto","P","297","225","1730.1","95","203","22","","","8","","","","","","","","",".931","","1012289"
"Bob Spade","P","55","47","391.2","6","76","9","","","3","","","","","","","","",".901","","1012298"
"Jerry Spradlin","P","44","0","57.1","3","3","0","","","0","","","","","","","","","1.000","","1012353"
"Ed Sprague","P","68","1","106.1","5","15","4","","","1","","","","","","","","",".833","","1012355"
"Brad Springer","P","1","0","1.1","0","0","0","","","0","","","","","","","","",".000","","1012360"
"Gerry Staley","P","30","18","119.2","9","24","2","","","3","","","","","","","","",".943","","1012388"
"Ray Starr","P","80","70","528.0","18","113","3","","","5","","","","","","","","",".978","","1012435"
"Randy St. Claire","P","10","0","13.2","0","2","0","","","0","","","","","","","","","1.000","","1012443"
"Ben Stephens","P","1","1","7.0","0","4","0","","","0","","","","","","","","","1.000","","1012486"
"Clarence Stephens","P","2","2","16.0","0","3","0","","","0","","","","","","","","","1.000","","1012490"
"Archie Stimmel","P","26","22","192.1","2","36","3","","","2","","","","","","","","",".927","","1012540"
"Lee Stine","P","40","13","121.2","8","33","0","","","1","","","","","","","","","1.000","","1012543"
"Rocky Stone","P","13","0","24.2","1","3","1","","","0","","","","","","","","",".800","","1012571"
"Allyn Stout","P","64","21","212.0","8","41","4","","","0","","","","","","","","",".925","","1012582"
"Ed Strelecki","P","13","0","24.1","1","8","1","","","0","","","","","","","","",".900","","1012609"
"John Stuper","P","33","13","99.0","12","14","0","","","0","","","","","","","","","1.000","","1012652"
"George Suggs","P","149","117","1028.2","43","310","12","","","14","","","","","","","","",".967","","1012673"
"Mike Sullivan","P","48","34","350.0","14","71","16","","","5","","","","","","","","",".842","","1012708"
"Jack Sutthoff","P","52","41","385.0","18","86","11","","","3","","","","","","","","",".904","","1012744"
"Monty Swartz","P","1","1","12.0","0","4","0","","","0","","","","","","","","","1.000","","1012767"
"Len Swormstedt","P","5","5","44.0","3","9","0","","","0","","","","","","","","","1.000","","1012797"
"Jeff Tabaka","P","3","0","2.0","0","0","0","","","0","","","","","","","","",".000","","1012802"
"Jesse Tannehill","P","6","1","33.1","1","3","2","","","0","","","","","","","","",".667","","1012822"
"Ben Taylor","P","2","0","5.2","0","1","0","","","0","","","","","","","","","1.000","","1012854"
"Jack Taylor","P","24","18","168.1","6","37","4","","","2","","","","","","","","",".915","","1012878"
"George Tebeau","P","1","1","8.0","1","3","0","","","0","","","","","","","","","1.000","","1012899"
"Kent Tekulve","P","37","0","52.0","2","9","0","","","1","","","","","","","","","1.000","","1012905"
"Scott Terry","P","28","2","55.2","2","9","1","","","2","","","","","","","","",".917","","1012930"
"Jack Theis","P","1","0","2.0","0","0","0","","","0","","","","","","","","",".000","","1012948"
"Henry Thielman","P","25","23","211.0","8","53","6","","","2","","","","","","","","",".910","","1012954"
"Junior Thompson","P","131","67","588.1","30","136","13","","","5","","","","","","","","",".927","","1013017"
"Jay Tibbs","P","49","48","318.2","21","50","4","","","5","","","","","","","","",".947","","1013055"
"Eddie Tiemeyer","P","1","0","1.0","0","0","0","","","0","","","","","","","","",".000","","1013059"
"Freddie Toliver","P","3","1","10.0","0","1","0","","","0","","","","","","","","","1.000","","1013102"
"Dave Tomlin","P","156","0","178.1","12","35","6","","","1","","","","","","","","",".887","","1013110"
"Chuck Tompkins","P","1","0","3.0","0","1","1","","","0","","","","","","","","",".500","","1013113"
"Fred Toney","P","141","122","999.0","28","244","12","","","7","","","","","","","","",".958","","1013116"
"Angel Torres","P","5","0","8.1","0","1","0","","","0","","","","","","","","","1.000","","1013127"
"Bill Tozer","P","4","0","10.2","1","4","1","","","0","","","","","","","","",".833","","1013149"
"John Tsitouris","P","108","71","540.1","35","65","3","","","1","","","","","","","","",".971","","1013208"
"Jim Turner","P","50","33","303.1","10","69","2","","","5","","","","","","","","",".975","","1013229"
"Twink Twining","P","1","0","2.0","1","0","0","","","0","","","","","","","","","1.000","","1013242"
"Corky Valentine","P","46","33","221.0","11","34","2","","","6","","","","","","","","",".957","","1013325"
"Dazzy Vance","P","6","2","18.0","2","3","0","","","0","","","","","","","","","1.000","","1013342"
"Johnny Vander Meer","P","313","278","2028.0","78","387","26","","","30","","","","","","","","",".947","","1013350"
"Lee Viau","P","102","94","850.2","32","162","14","","","2","","","","","","","","",".933","","1013420"
"Rube Vickers","P","3","3","21.0","0","3","0","","","0","","","","","","","","","1.000","","1013422"
"Frank Viola","P","3","3","14.1","0","2","0","","","0","","","","","","","","","1.000","","1013435"
"Jake Volz","P","7","4","22.2","0","2","0","","","0","","","","","","","","","1.000","","1013450"
"Rip Vowinkel","P","6","6","45.1","1","6","1","","","0","","","","","","","","",".875","","1013459"
"Mysterious Walker","P","1","0","3.0","0","3","0","","","0","","","","","","","","","1.000","","1013529"
"Tom Walker","P","47","43","361.2","14","96","3","","","2","","","","","","","","",".974","","1013535"
"Bucky Walters","P","312","296","2355.2","120","513","19","","","55","","","","","","","","",".971","","1013583"
"Ray Washburn","P","35","3","66.1","7","13","2","","","2","","","","","","","","",".909","","1013652"
"Mother Watson","P","2","2","14.0","0","1","2","","","0","","","","","","","","",".333","","1013681"
"Jim Weaver","P","33","15","132.1","5","26","4","","","1","","","","","","","","",".886","","1013699"
"Herm Wehmeier","P","222","148","1087.0","42","152","18","","","11","","","","","","","","",".915","","1013729"
"Jake Weimer","P","85","80","630.1","46","190","11","","","4","","","","","","","","",".956","","1013738"
"Chris Welsh","P","24","24","139.1","7","23","0","","","1","","","","","","","","","1.000","","1013772"
"Gus Weyhing","P","1","1","9.0","0","1","0","","","0","","","","","","","","","1.000","","1013820"
"John Weyhing","P","8","8","65.2","6","9","1","","","0","","","","","","","","",".938","","1013821"
"Harry Wheeler","P","4","1","21.2","1","5","0","","","0","","","","","","","","","1.000","","1013837"
"Will White","P","208","207","1832.1","64","441","60","","","6","","","","","","","","",".894","","1013897"
"Bill Whitrock","P","10","8","70.1","3","15","0","","","0","","","","","","","","","1.000","","1013910"
"Kevin Wickander","P","33","0","25.1","0","3","0","","","0","","","","","","","","","1.000","","1013915"
"Bob Wicker","P","20","17","150.0","6","24","2","","","1","","","","","","","","",".938","","1013916"
"Wild Bill Widner","P","1","1","9.0","0","3","0","","","0","","","","","","","","","1.000","","1013922"
"Ted Wieand","P","6","0","6.1","0","1","0","","","1","","","","","","","","","1.000","","1013923"
"Jimmy Wiggs","P","2","1","5.0","0","1","0","","","0","","","","","","","","","1.000","","1013932"
"Bill Wight","P","7","0","6.2","3","1","1","","","2","","","","","","","","",".800","","1013933"
